date,topic,sum_probability
2017-05-13,9,2.6654156241312206e-4
2017-05-13,10,0.14653773978315263
2017-05-14,1,0.009647058823529411
2017-05-14,2,0.08494117647058824
2017-05-14,3,2.3529411764705883e-4
2017-05-14,4,2.3529411764705883e-4
2017-05-14,5,0.009647058823529411
2017-05-14,6,0.3578823529411765
2017-05-14,7,2.3529411764705883e-4
2017-05-14,8,2.3529411764705883e-4
2017-05-14,9,0.492
2017-05-14,10,0.04494117647058824
2017-05-15,1,3.9053476553476557e-4
2017-05-15,2,0.1097258316008316
2017-05-15,3,0.6399146742896742
2017-05-15,4,0.0364265708015708
2017-05-15,5,0.06529438091938092
2017-05-15,6,0.021411555786555785
2017-05-15,7,0.10433341995841997
2017-05-15,8,0.019318116193116193
2017-05-15,9,3.9053476553476557e-4
2017-05-15,10,0.0027943809193809194
2017-05-16,1,0.17583130038045375
2017-05-16,2,0.11634059661555465
2017-05-16,3,0.05786965789213313
2017-05-16,4,0.32840756839227286
2017-05-16,5,0.005368002852952143
2017-05-16,6,0.0907179835325454
2017-05-16,7,0.02614370671760582
2017-05-16,8,0.0173606832179261
2017-05-16,9,0.0865992077812754
2017-05-16,10,0.09536129261728073
2017-05-17,1,2.6246719160104987e-4
2017-05-17,2,2.6246719160104987e-4
2017-05-17,3,0.07112860892388452
2017-05-17,4,2.6246719160104987e-4
2017-05-17,5,0.09212598425196851
2017-05-17,6,0.005511811023622047
2017-05-17,7,0.48582677165354327
2017-05-17,8,0.02125984251968504
2017-05-17,9,0.3230971128608924
2017-05-17,10,2.6246719160104987e-4
2017-05-18,1,0.5865188825088339
2017-05-18,2,0.0038664973498233218
2017-05-18,3,0.002099712897526502
2017-05-18,4,0.1363753312720848
2017-05-18,5,3.3292844522968203e-4
2017-05-18,6,0.2550038648409894
2017-05-18,7,0.01480399734982332
2017-05-18,8,3.3292844522968203e-4
2017-05-18,9,3.3292844522968203e-4
2017-05-18,10,3.3292844522968203e-4
2017-05-19,1,0.24860905607870418
2017-05-19,2,3.263010396558651e-4
2017-05-19,3,0.06299471843061938
2017-05-19,4,0.15932211693923745
2017-05-19,5,0.003839181601716755
2017-05-19,6,0.2567665820701008
2017-05-19,7,0.03311318628555751
2017-05-19,8,0.005010141789070385
2017-05-19,9,3.263010396558651e-4
2017-05-19,10,0.22969241472568175
2017-05-20,1,1.4880952380952382e-4
2017-05-20,2,0.5016369047619048
2017-05-20,3,0.001636904761904762
2017-05-20,4,1.4880952380952382e-4
2017-05-20,5,0.05520833333333334
2017-05-20,6,0.2456845238095238
2017-05-20,7,0.19508928571428572
2017-05-20,8,1.4880952380952382e-4
2017-05-20,9,1.4880952380952382e-4
2017-05-20,10,1.4880952380952382e-4
2017-05-21,1,3.703703703703704e-4
2017-05-21,2,3.703703703703704e-4
2017-05-21,3,0.7262962962962963
2017-05-21,4,3.703703703703704e-4
2017-05-21,5,0.19296296296296298
2017-05-21,6,3.703703703703704e-4
2017-05-21,7,0.07074074074074074
2017-05-21,8,3.703703703703704e-4
2017-05-21,9,3.703703703703704e-4
2017-05-21,10,0.007777777777777778
2017-05-22,1,0.005622429906542056
2017-05-22,2,0.031217445482866046
2017-05-22,3,2.8909657320872275e-4
2017-05-22,4,2.8909657320872275e-4
2017-05-22,5,0.02340436137071651
2017-05-22,6,0.1818467289719626
2017-05-22,7,0.15293707165109036
2017-05-22,8,0.009622429906542057
2017-05-22,9,0.5072922118380062
2017-05-22,10,0.0874791277258567
2017-05-23,1,0.021500092284976003
2017-05-23,2,0.08349252491694353
2017-05-23,3,0.01342515688445921
2017-05-23,4,0.020692598744924327
2017-05-23,5,3.4376153562200074e-4
2017-05-23,6,3.4376153562200074e-4
2017-05-23,7,0.5067575673680325
2017-05-23,8,0.023599575489110375
2017-05-23,9,0.32950119970468805
2017-05-23,10,3.4376153562200074e-4
2017-05-25,1,0.3014432798730892
2017-05-25,2,3.858124031434257e-4
2017-05-25,3,3.858124031434257e-4
2017-05-25,4,0.04038581240314343
2017-05-25,5,9.635131541544021e-4
2017-05-25,6,0.34100349371406563
2017-05-25,7,0.11179347656644016
2017-05-25,8,0.008759722336845388
2017-05-25,9,0.108415852842196
2017-05-25,10,0.0864632243037789
2017-05-26,1,0.10218112255101959
2017-05-26,2,0.04330806020218504
2017-05-26,3,0.026071398095481903
2017-05-26,4,0.21450042399660804
2017-05-26,5,0.013392366194403777
2017-05-26,6,0.011900911459374991
2017-05-26,7,0.07984596789892348
2017-05-26,8,0.014824888067562126
2017-05-26,9,0.03510532582406007
2017-05-26,10,0.45886953571038097
2017-05-27,1,0.035335195530726254
2017-05-27,2,0.025093109869646184
2017-05-27,3,0.025093109869646184
2017-05-27,4,0.026024208566108008
2017-05-27,5,0.025093109869646184
2017-05-27,6,0.025093109869646184
2017-05-27,7,0.31000931098696466
2017-05-27,8,0.2750931098696462
2017-05-27,9,0.14799813780260707
2017-05-27,10,0.10516759776536314
2017-05-28,1,4.921165790731008e-4
2017-05-28,2,0.004839942666029623
2017-05-28,3,0.007013855709507883
2017-05-28,4,4.921165790731008e-4
2017-05-28,5,0.1927998088867654
2017-05-28,6,0.05266602962255136
2017-05-28,7,0.3827424749163879
2017-05-28,8,0.004839942666029623
2017-05-28,9,0.35362159579550884
2017-05-28,10,4.921165790731008e-4
2017-05-29,1,0.07147906602254428
2017-05-29,2,0.2212777777777778
2017-05-29,3,0.04749355877616747
2017-05-29,4,0.4185
2017-05-29,5,0.06900724637681159
2017-05-29,6,0.019892914653784215
2017-05-29,7,0.12770289855072464
2017-05-29,8,0.005400161030595814
2017-05-29,9,0.01534380032206119
2017-05-29,10,0.0039025764895330114
2017-05-30,1,0.0632670642888596
2017-05-30,2,0.1958701514624096
2017-05-30,3,0.05629365250843859
2017-05-30,4,0.024343000590775148
2017-05-30,5,0.1964037958969168
2017-05-30,6,0.03501807487482164
2017-05-30,7,0.2290764789748779
2017-05-30,8,0.035035180749739485
2017-05-30,9,0.10936746426527973
2017-05-30,10,0.05532513638788151
2017-06-01,1,0.017276004775255496
2017-06-01,2,0.08703002938541399
2017-06-01,3,0.011833520645742645
2017-06-01,4,0.006348809653810004
2017-06-01,5,0.054179868468602115
2017-06-01,6,0.01823577237135312
2017-06-01,7,0.35518560660043075
2017-06-01,8,0.07327785483972764
2017-06-01,9,0.3165086278215274
2017-06-01,10,0.06012390543813685
2017-06-02,1,0.03928380494188354
2017-06-02,2,0.033504750043728625
2017-06-02,3,0.02707331921165284
2017-06-02,4,0.016467029293838874
2017-06-02,5,0.037683887203453934
2017-06-02,6,0.03598262946975253
2017-06-02,7,0.2940333291385708
2017-06-02,8,0.13350197330842176
2017-06-02,9,0.23333033805230982
2017-06-02,10,0.14913893933638733
2017-06-03,1,0.016199165691642457
2017-06-03,2,0.06738254297259728
2017-06-03,3,0.036758218978706625
2017-06-03,4,0.047175198621432164
2017-06-03,5,0.06785219181661534
2017-06-03,6,0.02380432017003081
2017-06-03,7,0.2633551252497753
2017-06-03,8,0.0559367959867776
2017-06-03,9,0.30883771306095653
2017-06-03,10,0.11269872745146593
2017-06-04,1,0.0010662994053437925
2017-06-04,2,0.2159065171941601
2017-06-04,3,0.07440624593523021
2017-06-04,4,3.3743643158285955e-4
2017-06-04,5,0.0010662994053437925
2017-06-04,6,0.0024121252282633576
2017-06-04,7,0.3096375371802602
2017-06-04,8,0.09992529972742455
2017-06-04,9,0.23192114993763577
2017-06-04,10,0.06332108955475532
2017-06-05,1,0.009886558633447423
2017-06-05,2,0.0787783304240411
2017-06-05,3,0.0513502281492812
2017-06-05,4,0.04078017246509258
2017-06-05,5,0.0948341364710433
2017-06-05,6,0.02455328794473131
2017-06-05,7,0.1766570640620035
2017-06-05,8,0.16224642408701473
2017-06-05,9,0.2508643885621717
2017-06-05,10,0.11004940920117313
2017-06-06,1,0.0792594502328536
2017-06-06,2,0.1413628049210392
2017-06-06,3,0.00839774635666765
2017-06-06,4,0.09381188461223912
2017-06-06,5,0.03914073113781698
2017-06-06,6,0.07022067507904578
2017-06-06,7,0.22791934075798612
2017-06-06,8,0.042491462593880217
2017-06-06,9,0.18905095377808986
2017-06-06,10,0.10834495053038146
2017-06-07,1,0.1300385053289102
2017-06-07,2,0.20846633202667728
2017-06-07,3,0.0916330501296379
2017-06-07,4,0.013121023849463644
2017-06-07,5,0.26106206955489236
2017-06-07,6,0.03708427584906283
2017-06-07,7,0.12376064562584431
2017-06-07,8,0.035485241101859806
2017-06-07,9,0.04886965178184915
2017-06-07,10,0.0504792047518025
2017-06-08,1,0.01656639656639657
2017-06-08,2,0.09751877751877751
2017-06-08,3,0.006309986309986309
2017-06-08,4,3.2708032708032706e-4
2017-06-08,5,0.00611018611018611
2017-06-08,6,0.1983956783956784
2017-06-08,7,0.2928456728456728
2017-06-08,8,0.055105635105635105
2017-06-08,9,0.22566470566470567
2017-06-08,10,0.10115588115588116
2017-06-09,1,0.04893778301031496
2017-06-09,2,0.18583355300774446
2017-06-09,3,0.03301899334329516
2017-06-09,4,0.10145419438887077
2017-06-09,5,0.2901479278970059
2017-06-09,6,0.047255996369074085
2017-06-09,7,0.058232652408169404
2017-06-09,8,0.04107616335824609
2017-06-09,9,0.026647007668311355
2017-06-09,10,0.1673957285489678
2017-06-11,1,0.03366935483870968
2017-06-11,2,6.720430107526882e-5
2017-06-11,3,0.02493279569892473
2017-06-11,4,6.720430107526882e-5
2017-06-11,5,6.720430107526882e-5
2017-06-11,6,0.006115591397849462
2017-06-11,7,0.05248655913978494
2017-06-11,8,0.06659946236559139
2017-06-11,9,0.14455645161290323
2017-06-11,10,0.6714381720430108
2017-06-12,1,0.09693131965400774
2017-06-12,2,0.06099874641837697
2017-06-12,3,0.06897485499132562
2017-06-12,4,0.03987176363364017
2017-06-12,5,0.2524838941521553
2017-06-12,6,0.042833328394691526
2017-06-12,7,0.11420437221899292
2017-06-12,8,0.1956930861291931
2017-06-12,9,0.07640584382539298
2017-06-12,10,0.05160279058222376
2017-06-13,1,0.04617427537711466
2017-06-13,2,0.08469852280192854
2017-06-13,3,0.08473092026203317
2017-06-13,4,0.1301355910147199
2017-06-13,5,0.29992113837066664
2017-06-13,6,0.015199741033842211
2017-06-13,7,0.10573468604762222
2017-06-13,8,0.06122776470134659
2017-06-13,9,0.03922523051753085
2017-06-13,10,0.13295212987319527
2017-06-14,1,0.15920949241527516
2017-06-14,2,0.1516050672505283
2017-06-14,3,0.06207438660094525
2017-06-14,4,0.010692493699073278
2017-06-14,5,0.2813277373625792
2017-06-14,6,0.1347982096259763
2017-06-14,7,0.02847633668211945
2017-06-14,8,0.0036217866283662077
2017-06-14,9,0.051040193807729554
2017-06-14,10,0.11715429592740724
2017-06-15,1,0.06091781312146157
2017-06-15,2,0.049488193828301524
2017-06-15,3,0.0902382069998058
2017-06-15,4,0.195526383719746
2017-06-15,5,0.031700609261723675
2017-06-15,6,0.07795964891760618
2017-06-15,7,0.13198095290957465
2017-06-15,8,0.028565977457191458
2017-06-15,9,0.14771381781125997
2017-06-15,10,0.18590839597332917
2017-06-16,1,0.16259203886824616
2017-06-16,2,0.17069132841004175
2017-06-16,3,0.09498142463653517
2017-06-16,4,0.0556411522529196
2017-06-16,5,0.2763669841936182
2017-06-16,6,0.01582511710238139
2017-06-16,7,0.05802760803563694
2017-06-16,8,0.004102059063989534
2017-06-16,9,0.03129398558631684
2017-06-16,10,0.1304783018503144
2017-06-17,1,0.18562834745350082
2017-06-17,2,0.04394707371701237
2017-06-17,3,0.3721679326127179
2017-06-17,4,0.2208703379102152
2017-06-17,5,2.354172752945759e-4
2017-06-17,6,0.07719276463141493
2017-06-17,7,0.02087033791021521
2017-06-17,8,2.354172752945759e-4
2017-06-17,9,2.354172752945759e-4
2017-06-17,10,0.07861695393903982
2017-06-18,1,0.3087931034482759
2017-06-18,2,0.12948275862068964
2017-06-18,3,0.20706896551724138
2017-06-18,4,0.07086206896551725
2017-06-18,5,1.724137931034483e-4
2017-06-18,6,0.2346551724137931
2017-06-18,7,1.724137931034483e-4
2017-06-18,8,1.724137931034483e-4
2017-06-18,9,0.038103448275862074
2017-06-18,10,0.010517241379310344
2017-06-19,1,0.2689754532903521
2017-06-19,2,0.10218935121359353
2017-06-19,3,0.03415979498719675
2017-06-19,4,0.25075723354725216
2017-06-19,5,0.0017941741050207867
2017-06-19,6,0.03586054182700703
2017-06-19,7,0.2697373961966293
2017-06-19,8,2.365417062668927e-4
2017-06-19,9,2.365417062668927e-4
2017-06-19,10,0.036052971420414616
2017-06-20,1,0.04946085856591439
2017-06-20,2,0.2016209479905628
2017-06-20,3,0.06069619880887269
2017-06-20,4,2.362874343947195e-4
2017-06-20,5,0.2015337397490816
2017-06-20,6,0.038697805318164254
2017-06-20,7,0.175674633183602
2017-06-20,8,8.110000780728805e-4
2017-06-20,9,0.21723884918834066
2017-06-20,10,0.05402967968299403
2017-06-21,1,0.09207024076662333
2017-06-21,2,0.08348533496477312
2017-06-21,3,0.07114879817327167
2017-06-21,4,0.011034753605085818
2017-06-21,5,0.1528811226393518
2017-06-21,6,0.04497862663069541
2017-06-21,7,0.13554915650589164
2017-06-21,8,0.18699980474443498
2017-06-21,9,0.06024857640844186
2017-06-21,10,0.16160358556143037
2017-06-22,1,3.257328990228013e-4
2017-06-22,2,0.14039087947882736
2017-06-22,3,0.13061889250814332
2017-06-22,4,3.257328990228013e-4
2017-06-22,5,0.2315960912052117
2017-06-22,6,0.04267100977198697
2017-06-22,7,0.4335504885993485
2017-06-22,8,0.01986970684039088
2017-06-22,9,3.257328990228013e-4
2017-06-22,10,3.257328990228013e-4
2017-06-23,1,0.28849371036239513
2017-06-23,2,0.02813273006754328
2017-06-23,3,0.024806617736418696
2017-06-23,4,0.13660166247640534
2017-06-23,5,0.007524039178858607
2017-06-23,6,0.15267956639052188
2017-06-23,7,0.089520185164506
2017-06-23,8,0.004404463718857616
2017-06-23,9,0.16303849850922914
2017-06-23,10,0.1047985263952643
2017-06-24,1,0.14323308270676693
2017-06-24,2,0.1018796992481203
2017-06-24,3,0.20714285714285716
2017-06-24,4,0.00037593984962406017
2017-06-24,5,0.019172932330827067
2017-06-24,6,0.00037593984962406017
2017-06-24,7,0.15827067669172934
2017-06-24,8,0.00037593984962406017
2017-06-24,9,0.368796992481203
2017-06-24,10,0.00037593984962406017
2017-06-26,1,0.03945911508309126
2017-06-26,2,0.04779947883670892
2017-06-26,3,0.04037287493951679
2017-06-26,4,0.013941289096166237
2017-06-26,5,0.11836600285073852
2017-06-26,6,0.2025542665326731
2017-06-26,7,0.2516969795324226
2017-06-26,8,0.11665597630080132
2017-06-26,9,0.09134759339003569
2017-06-26,10,0.07780642343784563
2017-06-27,1,0.14194771541880505
2017-06-27,2,0.11221298908653096
2017-06-27,3,0.0512669455378613
2017-06-27,4,0.09425276987556565
2017-06-27,5,0.22592571469303244
2017-06-27,6,0.18303954155736016
2017-06-27,7,0.11370959150792906
2017-06-27,8,0.0013223384110837319
2017-06-27,9,0.01659119346650824
2017-06-27,10,0.059731200445323415
2017-06-28,1,0.14954638686599767
2017-06-28,2,0.05745552872229268
2017-06-28,3,0.03819236784298428
2017-06-28,4,0.08913751318436328
2017-06-28,5,0.012217571007726673
2017-06-28,6,0.3018328773280369
2017-06-28,7,0.21981388470328633
2017-06-28,8,0.050573735391288316
2017-06-28,9,0.054047267435068866
2017-06-28,10,0.02718286751895505
2017-06-29,1,0.23004111565145516
2017-06-29,2,0.1188927568526099
2017-06-29,3,0.15188949835348986
2017-06-29,4,0.009430221390040232
2017-06-29,5,0.010280003067323778
2017-06-29,6,0.02269314875845841
2017-06-29,7,0.20870071180085198
2017-06-29,8,0.11453218746761606
2017-06-29,9,0.03270696657254557
2017-06-29,10,0.10083339008560901
2017-07-03,1,0.010062383386622367
2017-07-03,2,0.12130429061309222
2017-07-03,3,0.11371289539310345
2017-07-03,4,0.019564705116547003
2017-07-03,5,0.025019984300639748
2017-07-03,6,0.16751759967961105
2017-07-03,7,0.19688047493811603
2017-07-03,8,0.14801686647304357
2017-07-03,9,0.0943597499641421
2017-07-03,10,0.10356105013508242
2017-07-04,1,0.035989185107587626
2017-07-04,2,0.11926795646396943
2017-07-04,3,0.0665990588402453
2017-07-04,4,0.06756861365782965
2017-07-04,5,0.1703599506190574
2017-07-04,6,0.021893196475764435
2017-07-04,7,0.06550083963936658
2017-07-04,8,0.13861123078214493
2017-07-04,9,0.18791968539327475
2017-07-04,10,0.12629028302075992
2017-07-05,1,0.03430555937677048
2017-07-05,2,0.10738546777048558
2017-07-05,3,0.036789333709190665
2017-07-05,4,3.225841679570223e-4
2017-07-05,5,0.14437852822390107
2017-07-05,6,0.26123735839610623
2017-07-05,7,0.21000069624219586
2017-07-05,8,0.040174982691942265
2017-07-05,9,0.143762761982131
2017-07-05,10,0.021642727439319807
2017-07-06,1,0.04290669398076393
2017-07-06,2,0.026234186380836973
2017-07-06,3,0.23176393888639593
2017-07-06,4,0.12670646276037142
2017-07-06,5,0.012964391659429348
2017-07-06,6,0.002721145685108645
2017-07-06,7,0.17753215085759866
2017-07-06,8,0.032220975129722496
2017-07-06,9,0.18696867312794732
2017-07-06,10,0.15998138153182528
2017-07-07,1,0.014703835213525019
2017-07-07,2,0.16970516980842704
2017-07-07,3,0.03170559888195536
2017-07-07,4,0.05585609858801061
2017-07-07,5,0.07708897020735567
2017-07-07,6,0.12769615872619589
2017-07-07,7,0.16613800760007516
2017-07-07,8,0.11254862774430789
2017-07-07,9,0.10085178131721195
2017-07-07,10,0.14370575191293541
2017-07-08,1,0.09827633969773489
2017-07-08,2,0.03557733479413905
2017-07-08,3,0.016840921281837885
2017-07-08,4,0.1425270082924421
2017-07-08,5,0.04423289659047986
2017-07-08,6,0.030582452720206564
2017-07-08,7,0.28965437425094664
2017-07-08,8,0.2043095039144488
2017-07-08,9,0.08150324580880455
2017-07-08,10,0.056495922648959696
2017-07-10,1,0.02166252836238003
2017-07-10,2,0.21599004102026742
2017-07-10,3,0.17621957093829282
2017-07-10,4,0.006024858205341146
2017-07-10,5,0.2540578139366652
2017-07-10,6,0.1713959142905961
2017-07-10,7,0.0346796881514193
2017-07-10,8,0.0022051667500199955
2017-07-10,9,0.025290687227267728
2017-07-10,10,0.09247373111775029
2017-07-11,1,0.11295833600273346
2017-07-11,2,0.05811817968266172
2017-07-11,3,0.24544600337412176
2017-07-11,4,0.23934909347171504
2017-07-11,5,0.08562367864693445
2017-07-11,6,2.669400132402247e-4
2017-07-11,7,0.242627116834305
2017-07-11,8,0.008531402823157579
2017-07-11,9,0.006812309137890533
2017-07-11,10,2.669400132402247e-4
2017-07-12,1,0.18620420025897555
2017-07-12,2,0.11939024114223669
2017-07-12,3,0.06490556233121814
2017-07-12,4,0.0930357190412181
2017-07-12,5,0.1256668394887706
2017-07-12,6,0.058849238777669004
2017-07-12,7,0.07589105328674305
2017-07-12,8,0.1251258014468061
2017-07-12,9,0.017183239338296605
2017-07-12,10,0.13374810488806618
2017-07-13,1,0.020682922814680236
2017-07-13,2,0.21254906373971233
2017-07-13,3,0.06770335870857715
2017-07-13,4,0.09893033047634298
2017-07-13,5,0.16196241033585523
2017-07-13,6,0.06438256868067933
2017-07-13,7,0.07155671003807554
2017-07-13,8,0.010603511079875602
2017-07-13,9,0.07492029704356332
2017-07-13,10,0.21670882708263828
2017-07-14,1,0.01412037037037037
2017-07-14,2,2.314814814814815e-4
2017-07-14,3,2.314814814814815e-4
2017-07-14,4,0.0349537037037037
2017-07-14,5,0.05578703703703704
2017-07-14,6,0.04652777777777778
2017-07-14,7,2.314814814814815e-4
2017-07-14,8,0.0025462962962962965
2017-07-14,9,0.03263888888888889
2017-07-14,10,0.8127314814814816
2017-07-15,1,0.1596875
2017-07-15,2,3.125e-4
2017-07-15,3,3.125e-4
2017-07-15,4,0.38468749999999996
2017-07-15,5,3.125e-4
2017-07-15,6,0.2534375
2017-07-15,7,0.20031249999999998
2017-07-15,8,3.125e-4
2017-07-15,9,3.125e-4
2017-07-15,10,3.125e-4
2017-07-16,1,0.017037358421629522
2017-07-16,2,0.03367662282304226
2017-07-16,3,0.13275864693703568
2017-07-16,4,0.028241840214346607
2017-07-16,5,0.017037358421629522
2017-07-16,6,0.017037358421629522
2017-07-16,7,0.15736740348313238
2017-07-16,8,0.31815780660090126
2017-07-16,9,0.10671127146510777
2017-07-16,10,0.17197433321154548
2017-07-17,1,2.303143479614068e-4
2017-07-17,2,0.08062247121070651
2017-07-17,3,0.07453781512605041
2017-07-17,4,0.011014628073451603
2017-07-17,5,2.303143479614068e-4
2017-07-17,6,0.17576719576719577
2017-07-17,7,2.303143479614068e-4
2017-07-17,8,0.01591658885776533
2017-07-17,9,0.140239651416122
2017-07-17,10,0.5012107065048241
2017-07-18,1,0.1427486553320055
2017-07-18,2,0.1615643853015039
2017-07-18,3,0.22542288485408307
2017-07-18,4,0.03570682870036275
2017-07-18,5,0.001686006793099135
2017-07-18,6,0.02063644411088339
2017-07-18,7,0.07748775606423616
2017-07-18,8,0.005178775895082219
2017-07-18,9,0.2839604441493712
2017-07-18,10,0.04560781879937265
2017-07-19,1,0.10070294505439595
2017-07-19,2,0.19295943260942083
2017-07-19,3,0.32275245827700033
2017-07-19,4,4.2580990883976644e-4
2017-07-19,5,0.08236317260234612
2017-07-19,6,0.14733795449161413
2017-07-19,7,0.05123662071965058
2017-07-19,8,0.019462083024060252
2017-07-19,9,0.06837490333518231
2017-07-19,10,0.014384619977489653
2017-07-20,1,0.1959476499333869
2017-07-20,2,0.1520317610324191
2017-07-20,3,0.12974281914692576
2017-07-20,4,0.1366381451836603
2017-07-20,5,0.06306686793485305
2017-07-20,6,0.06838287987608697
2017-07-20,7,0.07375705202259808
2017-07-20,8,0.01993598492967608
2017-07-20,9,0.10573712451948793
2017-07-20,10,0.05475971542090577
2017-07-21,1,0.02512626262626263
2017-07-21,2,0.041540404040404044
2017-07-21,3,0.02512626262626263
2017-07-21,4,0.12234848484848485
2017-07-21,5,0.06805555555555556
2017-07-21,6,0.02512626262626263
2017-07-21,7,0.1539141414141414
2017-07-21,8,0.3963383838383838
2017-07-21,9,0.056691919191919196
2017-07-21,10,0.08573232323232324
2017-07-22,1,0.05478339220585279
2017-07-22,2,0.12978123833318972
2017-07-22,3,0.09056639671462624
2017-07-22,4,0.3790166135378076
2017-07-22,5,0.13383769851526375
2017-07-22,6,0.03906012176560122
2017-07-22,7,0.06534454783033228
2017-07-22,8,2.7605467964733925e-4
2017-07-22,9,0.007613580885098073
2017-07-22,10,0.0997203555325809
2017-07-24,1,0.3607530588500761
2017-07-24,2,0.10166682898768856
2017-07-24,3,0.042054232624605836
2017-07-24,4,0.03435512501095071
2017-07-24,5,0.019575163041235563
2017-07-24,6,0.11277235009254727
2017-07-24,7,0.12155776515929045
2017-07-24,8,0.09350526407450706
2017-07-24,9,0.060185233738053255
2017-07-24,10,0.053574978421045194
2017-07-25,1,0.013790059892823368
2017-07-25,2,2.7039333123183077e-4
2017-07-25,3,0.04258414766558089
2017-07-25,4,0.3775671605197716
2017-07-25,5,2.7039333123183077e-4
2017-07-25,6,0.23124654127701305
2017-07-25,7,0.005124864277958741
2017-07-25,8,0.03935834121396799
2017-07-25,9,0.0658617911806942
2017-07-25,10,0.22392630730972646
2017-07-26,1,0.05446442825901041
2017-07-26,2,0.10851700452475012
2017-07-26,3,0.3464837884118236
2017-07-26,4,0.09718893353427956
2017-07-26,5,0.022289836857344144
2017-07-26,6,0.0456908542049197
2017-07-26,7,0.11961873199269342
2017-07-26,8,0.06709420284265533
2017-07-26,9,0.07064162163613902
2017-07-26,10,0.06801059773638472
2017-07-27,1,0.2669873161880212
2017-07-27,2,0.08289548336725618
2017-07-27,3,0.22197117637864386
2017-07-27,4,0.09299969466074898
2017-07-27,5,0.03260458000706702
2017-07-27,6,0.15713961840325982
2017-07-27,7,0.012878444343129809
2017-07-27,8,0.055033335401102994
2017-07-27,9,0.0012900618275602834
2017-07-27,10,0.07620028942320987
2017-07-28,1,0.041106076449401646
2017-07-28,2,0.11322760543743464
2017-07-28,3,0.03366762782935665
2017-07-28,4,0.25155581609049715
2017-07-28,5,1.7480486284947771e-4
2017-07-28,6,0.0956599807767462
2017-07-28,7,0.030630987462636122
2017-07-28,8,0.0018304340019223255
2017-07-28,9,0.008548010604476271
2017-07-28,10,0.42359865648467954
2017-07-29,1,0.17204633809411923
2017-07-29,2,0.0014129052791900165
2017-07-29,3,0.04302520700337104
2017-07-29,4,0.08872675221750642
2017-07-29,5,0.005900408424441478
2017-07-29,6,0.04170128526222649
2017-07-29,7,0.06257658999751713
2017-07-29,8,0.026905689114180543
2017-07-29,9,0.13924157364220954
2017-07-29,10,0.4184632509652381
2017-07-30,1,1.7271157167530226e-4
2017-07-30,2,0.18497409326424868
2017-07-30,3,0.5511226252158895
2017-07-30,4,1.7271157167530226e-4
2017-07-30,5,0.1711571675302245
2017-07-30,6,1.7271157167530226e-4
2017-07-30,7,1.7271157167530226e-4
2017-07-30,8,1.7271157167530226e-4
2017-07-30,9,1.7271157167530226e-4
2017-07-30,10,0.09170984455958549
